,Date,Price,Open,High,Low,Change %
351,"Jan 15, 2020",78.49,78.41,78.67,78.41,0.09%
352,"Jan 14, 2020",78.42,78.55,78.64,78.35,-0.08%
353,"Jan 13, 2020",78.48,78.55,78.62,78.4,0.37%
354,"Jan 12, 2020",78.19,78.06,78.07,77.86,0.54%
355,"Jan 11, 2020",78.19,78.06,78.07,77.86,0.54%
356,"Jan 10, 2020",78.19,78.06,78.07,77.86,0.54%
357,"Jan 09, 2020",77.77,77.61,78.06,77.61,0.05%
358,"Jan 08, 2020",77.73,77.64,77.76,77.59,0.00%
359,"Jan 07, 2020",77.73,77.57,77.84,77.53,0.30%
360,"Jan 06, 2020",77.5,78.29,78.29,77.65,-0.68%
361,"Jan 05, 2020",78.03,78.18,78.18,78.02,0.58%
362,"Jan 04, 2020",78.03,78.18,78.18,78.02,0.58%
363,"Jan 03, 2020",78.03,78.18,78.18,78.02,0.58%
364,"Jan 02, 2020",77.58,77.05,77.72,76.94,0.28%
365,"Jan 01, 2020",77.58,77.05,77.72,76.94,0.28%
